"dynasty_id","dynasty_name_tr","dynasty_name_ar","dynasty_name_en","parent_tribe_or_clan","ethnic_origin","region_primary","regions_all","capital_city","date_start_hijri","date_end_hijri","date_start_ce","date_end_ce","sub_branch","allied_dynasties","rival_dynasties","predecessor","successor","end_cause","migration_conquest_notes","chapter","notes","ethnic_tags","government_type","religious_orientation","importance_level","capital_lat","capital_lon","duration_years_approx","century_start","century_end","geographic_zone","region_center_lat","region_center_lon","region_bbox_n","region_bbox_s","region_bbox_e","region_bbox_w","governance_detail","religious_detail","military_system","economic_base","cultural_tags","historical_period","narrative_tr","narrative_en","key_contribution_tr","key_contribution_en","rise_reason_tr","fall_reason_tr","context_before_tr","context_after_tr"
"162","Keşmir Sultanları","Salātīn Kashmīr","The Sultans of Kashmir","Şâh Mîr Svâtî ailesi; Çek ailesi","Keşmirli Müslüman","Keşmir","Srînagar; Keşmir vadisi","Srînagar","c. 740","c. 994","c. 1339","c. 1586","1. Şâh Mîr Svâtî kolu; 2. Gâzî Şâh Çek kolu","","Bâbürlüler","Hindu Keşmir kralları","Bâbürlü Ekber ilhakı (c. 994/1586)","Bâbürlü Ekber Keşmir'i ilhak etti","Şâh Mîr ilk Müslüman Keşmir sultanı; Sultan Zeynelâbidîn (Büdşâh) altın çağ","Chapter 16: Afghanistan and the Indian Subcontinent","2 kol; ~250 yıl; Sultan Zeynelâbidîn hoşgörü ve kültür; Keşmir şalı; sikke bastılar","Karışık/Bilinmeyen","Sultanlık","","Normal","34.09","74.79","247","14","16","Güney Asya","34.0","75.0","35.0","33.0","76.0","73.0","Vasal Devlet","Sünnî Hanefî","İktâ Sistemi","Tarım","Mimari;Edebiyat","Timurlu","Keşmir Sultanları, Himalaya'nın korunaklı vadisinde İslam medeniyetinin özgün bir kolunu oluşturan hanedandır. Sultan Zeynelâbidîn, Hindular ve Müslümanlar arasındaki hoşgörü politikasıyla Keşmir'in altın çağını yaşattı. Keşmir şalı ve el sanatları geleneği bu dönemde kökleşti.","The Sultans of Kashmir were a dynasty forming a distinctive branch of Islamic civilization in the sheltered Himalayan valley. Sultan Zayn al-'Ābidīn created Kashmir's golden age through his tolerance policy between Hindus and Muslims. The Kashmir shawl and handicraft traditions took root in this period.","Sultan Zeynelâbidîn'in hoşgörü politikasıyla Hindu-Müslüman birlikte yaşama geleneğinin erken ve başarılı örneklerinden birini oluşturdular.","They formed one of the earliest and most successful examples of Hindu-Muslim coexistence through Sultan Zayn al-'Ābidīn's tolerance policy.","Hindu Keşmir krallarının zayıflaması ve İslam'ın bölgeye nüfuzuyla yerli Keşmirli Müslüman hanedanı kuruldu.","Bâbürlü Ekber Keşmir'i ilhak etti (c. 1586).","Keşmir, Himalaya'nın korumasıyla Delhi Sultanlığı'ndan büyük ölçüde bağımsız kalmıştı.","Bâbürlü yönetimi altında Keşmir vadisi imparatorluğun yazlık dinlenme merkezi ve bahçe kültürünün sembolü haline geldi."
"163","Gücerat Sultanları","Salātīn Gujarāt","The Sultans of Gujarat","Muzafferî ailesi (Tânk Râcpût dönmesi)","Hindistanlı Müslüman (Râcpût dönme)","Gücerat","Ahmedabad; Cambay; Surat; Gücerat","Ahmedabad","c. 793","c. 991","c. 1391","c. 1583","","","Bâbürlüler; Portekizliler","Delhi Sultanlığı valileri","Bâbürlü Ekber ilhakı","Bâbürlü Ekber Gücerat'ı ilhak etti (c. 991/1583)","Muzaffer Şâh I Delhi valiliğinden bağımsız; Ahmedabad şehrini kurdu","Chapter 16: Afghanistan and the Indian Subcontinent","~190 yıl; Ahmedabad mimari mirası; deniz ticareti; Portekiz rekabeti; Ahmed Şâh I en önemlisi; sikke bastılar","Karışık/Bilinmeyen","Sultanlık|Şahlık","","Normal","23.02","72.57","192","14","16","Güney Asya","17.4","78.5","20.0","15.0","80.0","74.0","Merkezi İmparatorluk","Sünnî Hanefî","İktâ Sistemi","Ticaret/Transit","Mimari;Edebiyat","Timurlu","Gücerat Sultanları, Hindistan'ın batı kıyısında Ahmedabad merkezli olarak deniz ticareti ve Portekiz rekabetinin şekillendirdiği güçlü bir İslam devleti kurdular. Ahmedabad'ın mimari mirası bu dönemin en kalıcı izini oluşturur.","The Sultans of Gujarat established a powerful Islamic state centered on Ahmedabad on India's western coast, shaped by maritime trade and Portuguese rivalry. Ahmedabad's architectural legacy forms the most lasting trace of this era.","Hint Okyanusu ticaretinde Portekiz'le rekabet eden güçlü bir deniz devleti modeli oluşturdular.","They created a powerful maritime state model competing with Portugal in Indian Ocean trade.","Delhi Sultanlığı valilerinin bağımsızlaşmasıyla Gücerat'ta ayrı bir sultanlık kuruldu.","Bâbürlü Ekber Gücerat'ı ilhak etti (c. 1583).","Delhi Sultanlığı zayıflarken batı Hindistan'daki zengin ticaret bölgeleri bağımsızlaşıyordu.","Bâbürlü yönetimi Gücerat'ın ticari zenginliğini imparatorluğa entegre etti; Portekiz rekabeti devam etti."
"164","Cevnpûr Şarkî Sultanları","Salātīn al-Sharqī fī Jawnpūr","The Shargī Sultans of Jawnpur","Şarkî ailesi","Türk/Hindistanlı","Cevnpûr (Uttar Pradeş)","Cevnpûr","Cevnpûr","c. 796","c. 881","c. 1394","c. 1476","","","Delhi Sultanları (Lodîler)","Delhi Sultanlığı valileri","Delhi Sultanlığı (Lodî) ilhakı","Lodî sultanı ilhak etti","","Chapter 16: Afghanistan and the Indian Subcontinent","~80 yıl; kısa ömürlü; Cevnpûr mimari mirası; sikke bastılar","Türk","Sultanlık","","Düşük","25.75","82.68","82","14","15","Güney Asya","17.4","78.5","19.0","15.0","79.0","74.0","Vasal Devlet","Şiî İsnâaşerî","İktâ Sistemi","Tarım","","Timurlu","Cevnpûr Şarkî Sultanları, Delhi Sultanlığı'ndan ayrılarak kısa süre hüküm süren ve mimari mirasıyla dikkat çeken küçük bir hanedandır.","The Sharqī Sultans of Jawnpur were a small dynasty that separated from the Delhi Sultanate, ruling briefly and notable for their architectural legacy.","Cevnpûr'da kısa ömürlü ama mimari açıdan zengin bir sultanlık deneyimi oluşturdular.","They created a short-lived but architecturally rich sultanate experience in Jaunpur.","Delhi Sultanlığı'nın zayıflamasıyla Cevnpûr valileri bağımsızlaştı.","Lodî sultanı tarafından ilhak edildi.","",""
"165","Mâlva Sultanları","Salātīn Mālwa","The Sultans and Rulers of Mālwa","1. Gûrî; 2. Halcî; 3. Çeşitli","Afgan/Türk/Hindistanlı","Mâlva (Orta Hindistan)","Dhâr; Mândû","Dhâr; Mândû","c. 793","c. 969","c. 1390","c. 1562","1. Gûrî kolu; 2. Halcî kolu; 3. Çeşitli valiler","","Gücerat; Delhi; Bâbürlüler","Delhi Sultanlığı valileri","Bâbürlü ilhakı","Bâbürlü Ekber ilhak etti","","Chapter 16: Afghanistan and the Indian Subcontinent","3 kol; Mândû kalesi; ~170 yıl; sikke bastılar","Türk|Afgan","Sultanlık","","Normal","22.37","75.40","172","14","16","Güney Asya","15.0","75.0","17.0","13.5","77.5","73.0","Vasal Devlet","Sünnî Hanefî","İktâ Sistemi","Tarım","UNESCO Miras;Mimari","Timurlu","Mâlva Sultanları, Orta Hindistan'da Mândû kalesi merkezli olarak 170 yıl hüküm süren hanedandır. Üç kolda yönetim sürdüren Mâlva Sultanlığı, Mândû'nun doğal kale coğrafyasından yararlanarak bağımsızlığını korudu.","The Sultans of Malwa were a dynasty ruling for 170 years in central India centered on the Mandu fortress. Governing in three branches, the Malwa Sultanate maintained its independence by utilizing Mandu's natural fortress geography.","Orta Hindistan'da Mândû kalesiyle stratejik açıdan güçlü bir bölgesel sultanlık modeli oluşturdular.","They created a strategically strong regional sultanate model in central India with the Mandu fortress.","Delhi Sultanlığı valilerinin bağımsızlaşmasıyla Mâlva'da ayrı bir sultanlık kuruldu.","Bâbürlü Ekber tarafından ilhak edildi.","Delhi Sultanlığı çökerken Orta Hindistan'daki bölgesel güçler bağımsızlaşıyordu.","Bâbürlü yönetimi Mâlva'yı imparatorluk eyalet sistemine dahil etti."
"166","Ma'bar (Madura) Sultanları","Salātīn Ma'bar","The Sultans of Ma'bar or Madura","Delhi Sultanlığı valileri","Türk/Hindistanlı","Güney Hindistan (Ma'bar / Madura)","Madura; Koromantel kıyısı","Madura","c. 735","c. 779","c. 1335","c. 1378","","","Vijayanagar Hindu İmparatorluğu","Delhi Tuğluklu valileri","Vijayanagar fethi","Vijayanagar Hindu İmparatorluğu tarafından yıkıldı","","Chapter 16: Afghanistan and the Indian Subcontinent","~40 yıl; çok kısa; Güney Hindistan'da kısa süreli İslam hakimiyeti","Türk","Sultanlık","","Normal","9.92","78.12","43","14","14","Güney Asya","10.0","78.5","13.0","8.0","80.0","76.5","Vasal Devlet","Sünnî Hanefî","İktâ Sistemi","Tarım","","Moğol Sonrası","Ma'bar Sultanları, Güney Hindistan'da Madura merkezli kısa süreli İslam hakimiyetini temsil eden hanedandır. Delhi Tuğluklu valilerinin bağımsızlaşmasıyla kurulan sultanlık, Vijayanagar Hindu İmparatorluğu tarafından yıkıldı.","The Sultans of Ma'bar represented a short-lived Islamic rule in southern India centered on Madura. Established when Delhi Tughluq governors gained independence, the sultanate was destroyed by the Vijayanagara Hindu Empire.","Güney Hindistan'da İslam'ın en güneye ulaşan kısa süreli siyasi varlığını temsil ettiler.","They represented the southernmost short-lived political presence of Islam in southern India.","Delhi Tuğluklu valileri uzak güney eyaletlerinde bağımsızlaştı.","Vijayanagar Hindu İmparatorluğu tarafından yıkıldı.","Delhi Tuğluklu İmparatorluğu güney eyaletlerinde kontrolünü kaybediyordu.","Vijayanagar, Güney Hindistan'ın hakimi olarak Hindu direniş geleneğini sürdürdü; İslam varlığı Bahmânîlerle kuzeyde devam etti."
"167","Bahmânîler","al-Bahmaniyyūn","The Bahmanids","Bahmân ailesi (İranî/Tâcik veya Dekkan dönme)","İranî veya Dekkan Müslüman","Dekkan (Güney Hindistan)","Gülberge (Ahsenâbâd); Bîdâr (Muhammedâbâd); Dekkan platosu","Gülberge → Bîdâr","748","c. 924","1347","c. 1518","1. Gülberge hükümdarları; 2. Bîdâr hükümdarları","","Vijayanagar; Delhi","Delhi Tuğluklu valileri","5 Dekkan sultanlığı (Berîdîler, Âdilşâhîler, Nizâmşâhîler, İmâdşâhîler, Kutubşâhîler)","Parçalanma → 5 halef sultanlık","Alâeddîn Bahman Şâh Delhi'den ayrılarak bağımsız; Dekkan İslam medeniyetinin temeli","Chapter 16: Afghanistan and the Indian Subcontinent","2 kol; ~170 yıl; Dekkan İslam kültürü; 5 halef sultanlığın atası; Gülberge ve Bîdâr mimari mirası; sikke bastılar","Karışık/Bilinmeyen","Hanedan/Beylik","","Normal","17.33","76.83","171","14","16","Güney Asya","17.0","73.5","21.0","15.0","76.0","72.0","Vasal Devlet","Sünnî Hanefî","İktâ Sistemi","Deniz Ticareti","UNESCO Miras;Mimari","Timurlu","Bahmânîler, Dekkan'da (Güney Hindistan) İslam kültürünün temellerini atan ve beş halef sultanlığın atası olan hanedandır. Gülberge ve Bîdâr'daki mimari mirası Hindistan İslam sanatının en özgün örnekleri arasındadır.","The Bahmanids were the dynasty that laid the foundations of Islamic culture in the Deccan (southern India) and ancestor of five successor sultanates. Their architectural legacy in Gulbarga and Bidar is among the most original examples of Indian Islamic art.","Dekkan İslam kültürünün temellerini atarak beş halef sultanlığın ortaya çıkışına zemin hazırladılar.","They laid the foundations of Deccan Islamic culture, preparing the ground for the emergence of five successor sultanates.","Delhi Tuğluklu valileri Dekkan'da bağımsızlaşarak güçlü bir sultanlık kurdu.","İç parçalanma sonucu beş halef sultanlığa bölündü (c. 1518).","Delhi Sultanlığı Güney Hindistan'daki kontrolünü kaybederken Dekkan'da yerel güçler yükseliyordu.","Beş Dekkan sultanlığı (Berîdşâhî, Âdilşâhî, Nizâmşâhî, İmâdşâhî, Kutubşâhî) Bahmânî mirasını paylaştı."
"168","Hândeş Fârûkî Hükümdarları","al-Fārūqiyyūn fī Khāndēsh","The Fārūqī Rulers of Khāndesh","Fârûkî ailesi","Hindistanlı Müslüman","Hândeş (Orta-Batı Hindistan)","Burhânpûr; Hândeş","Burhânpûr","c. 782","c. 1010","c. 1380","c. 1601","","Bahmânîler","Gücerat; Bâbürlüler","","Bâbürlü Ekber ilhakı","Bâbürlü Ekber ilhak etti","","Chapter 16: Afghanistan and the Indian Subcontinent","~220 yıl; Burhânpûr stratejik; Dekkan'a geçiş yolu","Karışık/Bilinmeyen","Hanedan/Beylik","","Normal","21.17","76.25","221","14","17","Güney Asya","21.5","76.0","22.5","20.0","77.5","74.5","Vasal Devlet","Sünnî Hanefî","İktâ Sistemi","Tarım","","Timurlu","Hândeş Fârûkî Hükümdarları, Orta-Batı Hindistan'da Burhânpûr merkezli olarak Dekkan'a geçiş yolundaki stratejik konumuyla öne çıkan hanedandır. 220 yıl hüküm sürerek Bâbürlü Ekber'in ilhakıyla sona erdiler.","The Fārūqī Rulers of Khāndesh were a dynasty in west-central India centered on Burhanpur, distinguished by their strategic position on the route to the Deccan. Ruling for 220 years, they ended with Mughal Akbar's annexation.","Dekkan'a geçiş yolundaki Burhânpûr'u stratejik ticaret ve askeri merkeze dönüştürdüler.","They transformed Burhanpur on the route to the Deccan into a strategic trade and military center.","Delhi Sultanlığı'nın zayıflamasıyla Hândeş bölgesinde bağımsız sultanlık kuruldu.","Bâbürlü Ekber tarafından ilhak edildi (c. 1601).","Delhi Sultanlığı çökerken Dekkan'a geçiş güzergahındaki bölgeler bağımsızlaşıyordu.","Bâbürlüler Burhânpûr'u Dekkan seferlerinin üssü olarak kullandılar."
"169","Berîdşâhîler","al-Barīd Shāhiyyūn","The Barīd Shāhīs","Berîd ailesi (Türk kökenli)","Türk/Dekkan","Bîdâr","Bîdâr","Bîdâr","c. 893","c. 1028","c. 1488","c. 1619","","Diğer Dekkan sultanlıkları","Âdilşâhîler; Bâbürlüler","Bahmânîler","Âdilşâhî/Bâbürlü ilhakı","Âdilşâhîler tarafından ilhak edildi","Bahmânî veziri Kāsım Berîd fiili yönetici → bağımsız","Chapter 16: Afghanistan and the Indian Subcontinent","~130 yıl; Bahmânî halef sultanlığı; Bîdâr merkezli","Türk","Hanedan/Beylik","","Normal","17.91","77.52","131","15","17","Güney Asya","17.9","77.5","18.5","17.0","78.5","76.5","Vasal Devlet","Şiî İsnâaşerî","İktâ Sistemi","Tarım","","Erken Modern","Berîdşâhîler, Bahmânî halef sultanlıklarından biri olarak Bîdâr merkezli hüküm sürdüler. Âdilşâhîler tarafından ilhak edilerek sona erdiler.","The Barīd Shāhīs ruled centered on Bidar as one of the Bahmanid successor sultanates. They ended with annexation by the 'Ādil Shāhīs.","Bahmânî mirasının Bîdâr'daki devamını sağlayan halef sultanlıktır.","They were the successor sultanate ensuring the continuation of the Bahmanid legacy in Bidar.","Bahmânî İmparatorluğu'nun parçalanmasıyla Bîdâr'daki vezir ailesi bağımsızlaştı.","Âdilşâhîler tarafından ilhak edildi.","Bahmânî İmparatorluğu parçalanırken beş halef sultanlık ortaya çıkıyordu.","Âdilşâhîler Bîdâr'ı kendi topraklarına kattı; nihayetinde tüm Dekkan sultanlıkları Bâbürlü Evrengzîb tarafından fethedildi."
"170","Âdilşâhîler","al-'Ādil Shāhiyyūn","The 'Ādil Shāhīs","Yûsuf Âdil ailesi (Türk/İranî)","Türk veya İranî (Safevî bağlantısı iddiası)","Bîcâpûr","Bîcâpûr; Goa (kısmen)","Bîcâpûr","c. 895","1097","c. 1490","1686","","Diğer Dekkan sultanlıkları (Osmanlı geçici)","Vijayanagar; Portekizliler; Bâbürlüler (Evrengzîb)","Bahmânîler","Bâbürlü Evrengzîb ilhakı (1097/1686)","Bâbürlü Evrengzîb Bîcâpûr'u fethetti (1097/1686)","Yûsuf Âdil Şâh Bahmânî valisi → bağımsız; Bîcâpûr İslam kültür merkezi","Chapter 16: Afghanistan and the Indian Subcontinent","~195 yıl; Bîcâpûr mimari mirası (Gol Gumbaz); İbrâhîm Âdil Şâh II kültür hamisi; sikke bastılar","Türk","Şahlık","","Normal","16.83","75.71","196","15","17","Güney Asya","17.5","79.0","19.0","16.0","82.0","77.0","Vasal Devlet","Şiî İsnâaşerî","İktâ Sistemi","Tarım","UNESCO Miras;Mimari","Erken Modern","Âdilşâhîler, Bîcâpûr merkezli olarak Dekkan'ın en güçlü sultanlıklarından birini kuran ve Gol Gumbaz'ı inşa eden hanedandır. İbrâhîm Âdil Şâh II dönemi kültür ve sanat himayesinin zirvesini temsil eder. Bâbürlü Evrengzîb'in fetihlerine kadar yaklaşık 200 yıl hüküm sürdüler.","The 'Ādil Shāhīs were a dynasty that established one of the Deccan's most powerful sultanates centered on Bijapur, building the Gol Gumbaz. The reign of Ibrāhīm 'Ādil Shāh II represents the pinnacle of cultural and artistic patronage. They ruled for approximately 200 years until Mughal Awrangzīb's conquests.","Gol Gumbaz'ı inşa ederek İslam mimarisinin en büyük kubbelerinden birini Dekkan'a kazandırdılar.","They brought one of the largest domes in Islamic architecture to the Deccan by building the Gol Gumbaz.","Bahmânî parçalanmasıyla Bîcâpûr'da bağımsız sultanlık kuruldu.","Bâbürlü Evrengzîb Bîcâpûr'u fethetti (1686).","Bahmânî İmparatorluğu parçalanmış; Dekkan'da beş halef sultanlık birbirleriyle ve Vijayanagar ile rekabet ediyordu.","Bâbürlü Evrengzîb Dekkan sultanlıklarını tek tek fethederek Bâbürlü İmparatorluğu'nu en geniş sınırlarına ulaştırdı."
"171","Nizâmşâhîler","al-Nizām Shāhiyyūn","The Nizām Shāhīs","Ahmed Nizâm ailesi (Brahman dönme)","Hindistanlı Müslüman (dönme)","Ahmednagar","Ahmednagar; Dekkan","Ahmednagar","c. 895","c. 1046","c. 1490","c. 1636","","Diğer Dekkan sultanlıkları","Bâbürlüler; Vijayanagar","Bahmânîler","Bâbürlü Şâhcihân ilhakı","Bâbürlü Şâhcihân Ahmednagar'ı fethetti","","Chapter 16: Afghanistan and the Indian Subcontinent","~145 yıl; Cand Bîbî ünlü kadın yönetici; Bâbürlülere direniş; sikke bastılar","Karışık/Bilinmeyen","Hanedan/Beylik","","Normal","19.08","74.74","146","15","17","Güney Asya","18.5","73.8","19.5","17.5","75.5","72.0","Vasal Devlet","Şiî İsnâaşerî","İktâ Sistemi","Tarım","","Erken Modern","Nizâmşâhîler, Ahmednagar merkezli Bahmânî halef sultanlığı olarak Cand Bîbî'nin Bâbürlülere karşı kahramanca direnişiyle tarihe geçen hanedandır. Yaklaşık 145 yıl hüküm sürerek Bâbürlü Şâhcihân tarafından fethedildiler.","The Nizām Shāhīs were a Bahmanid successor sultanate centered on Ahmednagar, entering history through Chand Bībī's heroic resistance against the Mughals. Ruling for approximately 145 years, they were conquered by Mughal Shāhjahān.","Cand Bîbî'nin Bâbürlülere karşı direnişiyle İslam tarihinde kadın yöneticilerin kahramanlık geleneğine katkıda bulundular.","They contributed to the tradition of heroic female rulers in Islamic history through Chand Bībī's resistance against the Mughals.","Bahmânî parçalanmasıyla Ahmednagar'da bağımsız sultanlık kuruldu.","Bâbürlü Şâhcihân Ahmednagar'ı fethetti (c. 1636).","Dekkan'da beş halef sultanlık birbirleriyle ve Bâbürlülerle mücadele ediyordu.","Bâbürlüler Dekkan'ın kontrolünü pekiştirdi; ancak Maratha direnişi yeni bir güç olarak yükselmeye başladı."
"172","İmâdşâhîler","al-'Imād Shāhiyyūn","The 'Imād Shāhīs","Fethullah İmâdülmülk ailesi","Hindistanlı Müslüman","Berâr","Berâr; Elîçpûr; Gâvîlgâr","Elîçpûr","c. 895","c. 982","c. 1490","c. 1574","","","Nizâmşâhîler","Bahmânîler","Nizâmşâhî ilhakı → Bâbürlü","Nizâmşâhîler tarafından ilhak edildi","","Chapter 16: Afghanistan and the Indian Subcontinent","~85 yıl; en küçük Dekkan sultanlığı; Berâr merkezli","Karışık/Bilinmeyen","Hanedan/Beylik","","Düşük","21.04","77.06","84","15","16","Güney Asya","21.0","77.0","22.0","20.0","78.0","76.0","Vasal Devlet","Sünnî Hanefî","İktâ Sistemi","Tarım","","Erken Modern","İmâdşâhîler, Dekkan sultanlıklarının en küçüğü olarak Berâr'da kısa süre hüküm sürdüler. Nizâmşâhîler tarafından ilhak edildiler.","The 'Imād Shāhīs ruled briefly in Berar as the smallest of the Deccan sultanates. They were annexed by the Nizām Shāhīs.","Dekkan'ın en küçük halef sultanlığı olarak Berâr'daki kısa süreli İslami yönetimi temsil ettiler.","They represented the short-lived Islamic governance in Berar as the smallest Deccan successor sultanate.","Bahmânî parçalanmasıyla Berâr'da küçük bir bağımsız sultanlık kuruldu.","Nizâmşâhîler tarafından ilhak edildi (c. 1574).","",""
