person_id,dynasty_id,dynasty_name,sub_branch,full_name_original,short_name,kunya,nasab,laqab,title,role,reign_start_hijri,reign_end_hijri,reign_start_ce,reign_end_ce,death_date_hijri,death_date_ce,death_type,parent_tribe,region,predecessor_ruler,successor_ruler,relationship_to_prev,notes,historical_period,religious_detail,reign_duration_years,reign_order,death_category,geographic_zone,ethnic_tags,governance_detail,capital_lat,capital_lon,century_active,is_founder,is_last_ruler,succession_type
91-005,91,Selçuklular,2. Suriye Selçukluları,"Tutush I b. Alp Arslan, Tāj al-Dawla",Tutuş I,,b. Alp Arslan,Tāj al-Dawla,Melik,Melik,471,488,1078,1095,488,1095,k.,Kınık,Şam/Halep,—,Ridwān / Duqāq,—,Suriye Selçuklu kurucusu; sikke bastı (o),Selçuklu Çağı,Sünnî Hanefî,17,5,Öldürüldü,Mısır/Şam,Türk,Merkezi İmparatorluk,33.51,36.29,11,Hayır,Hayır,
91-006,91,Selçuklular,3. Kirmân Selçukluları,"Qāwurd (Qara Arslan), 'Imād al-Dīn",Kāvurd,,b. Dāwūd b. Mīkā'īl,'Imād al-Dīn,Melik,Melik,c. 440,465,c. 1048,1073,465,1073,k.,Kınık,Kirmân,—,(oğulları),Alp Arslan'ın amcası,Kirmân Selçuklu kurucusu; isyanından sonra öldürüldü; sikke bastı (o),Selçuklu Çağı,Sünnî Hanefî,25,6,Öldürüldü,Mısır/Şam,Türk,Merkezi İmparatorluk,33.51,36.29,11,Hayır,Evet,Amca/Yeğen
92-001,92,Börîler,,"Tughtigīn, Zahīr al-Dīn",Tuğtegin,,,Zahīr al-Dīn,Atabeg,Atabeg,497,522,1104,1128,522,1128,d.,Türk,Şam,—,Böri,—,Kurucu; Tutuş'un atabeği; Şam'ı savundu,Selçuklu Çağı,Sünnî Hanefî,24,1,Doğal Ölüm,Selçuklu Dünyası,Türk,Vasal Devlet,33.51,36.29,12,Evet,Hayır,Kurucu
92-002,92,Börîler,,"Ismā'īl b. Böri, 'Imād al-Dīn",İsmâîl,,b. Böri,'Imād al-Dīn,Atabeg,Atabeg,529,534,1135,1140,,,,Türk,Şam,Böri,(sonrakiler),,,Selçuklu Çağı,Sünnî Hanefî,5,2,Bilinmiyor,Selçuklu Dünyası,Türk,Vasal Devlet,33.51,36.29,12,Hayır,Hayır,
92-003,92,Börîler,,Mujīr al-Dīn Abaq b. Muhammad,Abak,,b. Muhammad,Mujīr al-Dīn,Atabeg,Atabeg,534,549,1140,1154,,,,Türk,Şam,İsmâîl,— (Nûreddîn),,Son Börî; Nûreddîn Mahmûd Şam'ı aldı (549/1154),Selçuklu Çağı,Sünnî Hanefî,14,3,Bilinmiyor,Selçuklu Dünyası,Türk,Vasal Devlet,33.51,36.29,12,Hayır,Evet,
93-001,93,Zengîler,1. Ana kol,'Imād al-Dīn Zangī b. Aq Sunqur,İmâdeddîn Zengî,,b. Aq Sunqur,'Imād al-Dīn,Atabeg,Atabeg,521,541,1127,1146,541,1146,k.,Türk (Oğuz),Musul/Halep,—,Nūr al-Dīn,—,Kurucu; Edessa'yı Haçlılardan geri aldı (539/1144); suikastle öldürüldü,Selçuklu Çağı,Sünnî Hanefî,19,1,Öldürüldü,Selçuklu Dünyası,Türk,Vasal Devlet,33.51,36.29,12,Evet,Hayır,Kurucu
93-002,93,Zengîler,2. Şam/Halep,Nūr al-Dīn Mahmūd b. Zangī,Nûreddîn Mahmûd,,b. Zangī,Nūr al-Dīn,Atabeg / Melik,Melik,541,569,1146,1174,569,1174,d.,Türk,Şam/Halep,İmâdeddîn Zengî,al-Sālih Ismā'īl,oğlu,Cihat hareketinin öncüsü; Fâtımîleri yıktırdı (567/1171); Selâhaddîn'i yetiştirdi; adalet ve dindarlığıyla ünlü,Selçuklu Çağı,Sünnî Hanefî,28,2,Doğal Ölüm,Selçuklu Dünyası,Türk,Vasal Devlet,33.51,36.29,12,Hayır,Hayır,Babadan Oğula
93-003,93,Zengîler,1. Ana kol (Musul),Sayf al-Dīn Ghāzī II b. Mawdūd,Seyfeddîn Gâzî II,,b. Mawdūd,Sayf al-Dīn,Atabeg,Atabeg,565,576,1170,1180,,,,Türk,Musul,Mawdūd,'Izz al-Dīn Mas'ūd,kardeşi,,Selçuklu Çağı,Sünnî Hanefî,10,3,Bilinmiyor,Selçuklu Dünyası,Türk,Vasal Devlet,33.51,36.29,12,Hayır,Hayır,Kardeş
93-004,93,Zengîler,1. Ana kol (Musul),"Nāsir al-Dīn Mahmūd, al-Malik al-Qāhir",Nâsıreddîn Mahmûd,,,al-Malik al-Qāhir,Atabeg,Atabeg,616,631,1219,1234,,,,Türk,Musul,Arslan Shāh I,— (Lu'lu'îler),,Son Zengî Musul atabeği; güç Bedreddîn Lu'lu'ya geçti,Selçuklu Çağı,Sünnî Hanefî,15,4,Bilinmiyor,Selçuklu Dünyası,Türk,Vasal Devlet,33.51,36.29,13,Hayır,Evet,
94-001,94,Begteginîler,,Zayn al-Dīn 'Alī Küchük,Zeyneddîn Ali Küçük,,,,Atabeg,Atabeg,539,563,1144,1168,563,1168,d.,Türk,Erbil,—,(oğlu),—,Kurucu; Zengî hizmetinde,Selçuklu Çağı,Sünnî Hanefî,24,1,Doğal Ölüm,Selçuklu Dünyası,Türk,Merkezi İmparatorluk,36.19,44.01,12,Evet,Hayır,Kurucu
94-002,94,Begteginîler,,Muzaffar al-Dīn Gökböri (Kökböri) b. Zayn al-Dīn,Muzaffereddîn Gökböri,,b. Zayn al-Dīn,,Atabeg,Atabeg,586,630,1190,1233,630,1233,d.,Türk,Erbil,(öncekiler),— (Abbâsî),oğlu (Ali Küçük'ün),Selâhaddîn'in en yakın müttefiki; Mevlid kutlamaları ile ünlü; sikke bastı (o),Selçuklu Çağı,Sünnî Hanefî,43,2,Doğal Ölüm,Selçuklu Dünyası,Türk,Merkezi İmparatorluk,36.19,44.01,13,Hayır,Evet,Babadan Oğula
95-001,95,Lu'lu'îler,,"Badr al-Dīn Lu'lu', Abu 'l-Fadā'il",Bedreddîn Lu'lu',Abu 'l-Fadā'il,,,Atabeg / Melik,Atabeg,631,657,1234,1259,657,1259,d.,Ermeni (gulâm),Musul,— (Zengî gulâmı),"(oğulları, kısa)",—,Zengî gulâmından bağımsız yönetici; ~25 yıl; sanat hamisi; sikke bastı (o),Haçlı/Moğol,Sünnî Hanefî,25,1,Doğal Ölüm,Selçuklu Dünyası,Diğer,Merkezi İmparatorluk,36.34,43.13,13,Evet,Evet,Kurucu
96-001,96,Artukîler,1. Hısn Keyfâ,Sukman (Sökmen) b. Artuq,Sökmen,,b. Artuq,,Amīr,Emir,c. 495,c. 498,c. 1102,c. 1105,,,,Döğer (Oğuz),Hısn Keyfâ,—,İbrāhīm,—,Kurucu; Artuk'un oğlu,Haçlı/Moğol,Sünnî Hanefî,3,1,Bilinmiyor,Selçuklu Dünyası,Türk,Merkezi İmparatorluk,37.31,40.73,12,Evet,Hayır,Kurucu
96-002,96,Artukîler,3. Mardin,Najm al-Dīn Īlghāzī b. Artuq,Necmeddîn İlgāzī,,b. Artuq,Najm al-Dīn,Amīr,Emir,c. 497,516,c. 1104,1122,516,1122,d.,Döğer,Mardin/Halep,—,(oğulları),—,Mardin kolu kurucusu; Haçlılara karşı Ager Sanguinis zaferi (513/1119),Haçlı/Moğol,Sünnî Hanefî,18,2,Doğal Ölüm,Selçuklu Dünyası,Türk,Merkezi İmparatorluk,37.31,40.73,12,Hayır,Hayır,
96-003,96,Artukîler,3. Mardin,Qutb al-Dīn Īl Ghāzī II,Kutbeddîn İlgāzî II,,,Qutb al-Dīn,Amīr,Emir,572,580,1176,1184,,,,Döğer,Mardin,(öncekiler),(sonrakiler),,Sikke bastı (o),Haçlı/Moğol,Sünnî Hanefî,8,3,Bilinmiyor,Selçuklu Dünyası,Türk,Merkezi İmparatorluk,37.31,40.73,12,Hayır,Hayır,
96-004,96,Artukîler,3. Mardin,"al-Malik al-Sālih Mahmūd, Najm al-Dīn",Sâlih Mahmûd,,,al-Malik al-Sālih,Melik,Melik,c. 709,c. 811,c. 1309,c. 1408,,,,Döğer,Mardin,(öncekiler),— (Karakoyunlu),,Son Mardin Artuklusu; ~100 yıl; Karakoyunlu baskısı,Haçlı/Moğol,Sünnî Hanefî,99,4,Bilinmiyor,Selçuklu Dünyası,Türk,Merkezi İmparatorluk,37.31,40.73,14,Hayır,Evet,
97-001,97,Şâh-ı Armenîler,1. Sökmenîler,Sukman (Sökmen) al-Qutbī,Sökmen el-Kutbî,,,al-Qutbī,Melik / Şâh-ı Armen,Melik,c. 493,c. 498,c. 1100,c. 1105,,,,Türk,Ahlat,—,(sonrakiler),—,Kurucu; Selçuklu emiri,Selçuklu Çağı,Sünnî Hanefî,5,1,Bilinmiyor,Selçuklu Dünyası,Türk,Merkezi İmparatorluk,38.75,42.48,12,Evet,Hayır,Kurucu
97-002,97,Şâh-ı Armenîler,2. Köle komutanlar,Sayf al-Dīn Bektimur,Begtimur,,,,Melik,Melik,c. 581,c. 589,c. 1185,c. 1193,,,,Türk (gulâm),Ahlat,(öncekiler),(sonrakiler),,Köle komutan hattı,Selçuklu Çağı,Sünnî Hanefî,8,2,Bilinmiyor,Selçuklu Dünyası,Türk,Merkezi İmparatorluk,38.75,42.48,12,Hayır,Evet,
98-001,98,Ahmedîlîler,,Aq Sunqur al-Ahmadīlī,Aksungur el-Ahmedîlî,,,,Atabeg,Atabeg,c. 510,c. 527,c. 1116,c. 1133,,,,Türk,Merâga,—,(sonrakiler),—,Kurucu; Selçuklu hizmetinde Merâga atabeği,Selçuklu Çağı,Sünnî Hanefî,17,1,Bilinmiyor,Selçuklu Dünyası,Türk|İranî|Kürt,Vasal Devlet,37.39,46.22,12,Evet,Evet,Kurucu
99-001,99,İldenizliler,,Shams al-Dīn Ildaniz (İldeniz),Şemseddîn İldeniz,,,,Atabeg,Atabeg,531,571,1137,1175,571,1175,d.,Kıpçak (gulâm),Azerbaycan/Tebriz,—,Cihan Pehlivan,—,Kurucu; Selçuklu gulâmı; Azerbaycan atabeği; Irak Selçuklusu'nun fiili yöneticisi,Moğol,Sünnî Hanefî,38,1,Doğal Ölüm,Kafkasya/Batı İran,Türk,Merkezi İmparatorluk,38.08,46.29,12,Evet,Hayır,Kurucu
99-002,99,İldenizliler,,Muhammad Jahān Pahlawān b. Ildaniz,Cihan Pehlivan,,b. Ildaniz,,Atabeg,Atabeg,571,581,1175,1186,581,1186,d.,Kıpçak,Hemedân/Azerbaycan,İldeniz,Kızıl Arslan,oğlu,En güçlü İldenizli; Irak Selçuklusu'nun efendisi,Moğol,Sünnî Hanefî,11,2,Doğal Ölüm,Kafkasya/Batı İran,Türk,Merkezi İmparatorluk,38.08,46.29,12,Hayır,Hayır,Babadan Oğula
99-003,99,İldenizliler,,Muzaffar al-Dīn Özbeg b. Muhammad,Özbeg,,b. Muhammad,Muzaffar al-Dīn,Atabeg,Atabeg,587,622,1191,1225,622,1225,d.,Kıpçak,Tebriz/Azerbaycan,Kızıl Arslan,— (Hârezmşah fethi),,Son İldenizli; Hârezmşah Celâleddîn tarafından yıkıldı,Moğol,Sünnî Hanefî,34,3,Doğal Ölüm,Kafkasya/Batı İran,Türk,Merkezi İmparatorluk,38.08,46.29,13,Hayır,Evet,
100-001,100,Bâdûspânîler,,(Erken hükümdarlar),(çeşitli),,,,İspehbed / Melik,İspehbed,c. 45,c. 974,c. 665,c. 1567,,,,İranî,Rûyân,—,— (Safevî tasfiyesi),—,~900 yıl boyunca çeşitli hükümdarlar; en uzun ömürlü İslam hanedanlarından,Selçuklu Çağı,Şiî Zeydî,902,1,Bilinmiyor,Selçuklu Dünyası,Karışık/Bilinmeyen,Vasal Devlet,36.56,53.06,12,Evet,Evet,Kurucu
101-001,101,İran Nizârî İsmâilîleri,,Hasan-i Sabbāh,Hasan Sabbâh,,,,Dā'ī / Şeyh,Büyük Dāʿī,483,518,1090,1124,518,1124,d.,İranî,Alamut,—,Kiyā Buzurg-Ummīd,—,Kurucu; Alamut'u ele geçirdi (483/1090); suikast politikası; 34 yıl Alamut'tan hiç çıkmadı,Selçuklu Çağı,Sünnî Şâfiî,34,1,Doğal Ölüm,Selçuklu Dünyası,Karışık/Bilinmeyen,Vasal Devlet,36.43,50.58,12,Evet,Hayır,Kurucu
101-002,101,İran Nizârî İsmâilîleri,,Hasan II 'alā dhikrihi al-salām,Hasan II,,,'alā dhikrihi al-salām,İmâm / Dā'ī,İmam,557,561,1162,1166,561,1166,k.,,Alamut,Muhammad I,Muhammad II,,Kıyâme (Diriliş) ilan etti; İslam şeriatını kaldırdı; 'Yeni Davet',Selçuklu Çağı,Sünnî Şâfiî,4,2,Öldürüldü,Selçuklu Dünyası,Karışık/Bilinmeyen,Vasal Devlet,36.43,50.58,12,Hayır,Hayır,
101-003,101,İran Nizârî İsmâilîleri,,Rukn al-Dīn Khurshāh,Rükneddîn Hurşâh,,,,İmâm,İmam,653,654,1255,1256,654,1256,k.,,Alamut,('Alā' al-Dīn),— (Moğol yıkımı),,Son Alamut İmamı; Hülâgü'ye teslim oldu; öldürüldü; Alamut yıkıldı,Selçuklu Çağı,Sünnî Şâfiî,1,3,Öldürüldü,Selçuklu Dünyası,Karışık/Bilinmeyen,Vasal Devlet,36.43,50.58,13,Hayır,Evet,
102-001,102,Hazâraspîler,,"Abū Tāhir b. Muhammad, 'Izz al-Dīn",Ebû Tâhir,,b. Muhammad,'Izz al-Dīn,Atabeg,Atabeg,c. 550,c. 580,c. 1155,c. 1184,,,,Lur/Kürt,Luristan,—,(sonrakiler),—,Kurucu; Büyük Luristan atabeği,Moğol Sonrası,Atabeglik (Sünnî Hanefî),29,1,Bilinmiyor,Selçuklu Dünyası,İranî|Kürt,Atabeglik/Naiplik,32.07,49.86,12,Evet,Hayır,Kurucu
102-002,102,Hazâraspîler,,"Yūsuf Shāh b. Afrasiyāb, 'Izz al-Dīn",Yûsuf Şâh,,b. Afrasiyāb,,Atabeg,Atabeg,c. 684,c. 740,c. 1285,c. 1339,,,,Lur,Luristan,(öncekiler),(sonrakiler),,İlhanlı vasalı; uzun saltanat; sikke bastı (o),Moğol Sonrası,Atabeglik (Sünnî Hanefî),54,2,Bilinmiyor,Selçuklu Dünyası,İranî|Kürt,Atabeglik/Naiplik,32.07,49.86,14,Hayır,Evet,
103-001,103,Salgurîler,,Muzaffar al-Dīn Abū Bakr b. Sa'd b. Zangī,Ebûbekir b. Sa'd,,b. Sa'd,,Atabeg,Atabeg,623,658,1226,1260,658,1260,d.,Salur (Oğuz),Fars/Şîraz,(öncekiler),(sonrakiler),,En güçlü Salgurî; Sa'dî'nin hamisi; Gülistân ve Bostân dönemi; sikke bastı (o),Haçlı/Moğol,Sünnî Hanefî,34,1,Doğal Ölüm,Selçuklu Dünyası,Türk,Federal/Konfederasyon,29.59,52.58,13,Evet,Hayır,Kurucu
103-002,103,Salgurîler,,Ābish Khātūn bt. Sa'd,Âbiş Hâtûn,,bt. Sa'd,,Melike,Melike,c. 663,c. 668,c. 1265,c. 1270,,,,Salur,Şîraz,(öncekiler),— (İlhanlı),,Son Salgurî; kadın hükümdar; İlhanlı vasalı,Haçlı/Moğol,Sünnî Hanefî,5,2,Bilinmiyor,Selçuklu Dünyası,Türk,Federal/Konfederasyon,29.59,52.58,13,Hayır,Evet,
104-001,104,Yezd Atabekleri,,(çeşitli atabeglar),(çeşitli),,,,Atabeg,Atabeg,c. 536,c. 718,c. 1141,c. 1318,,,,Deylemi/İranî,Yezd,—,— (Muzafferîler),—,~180 yıl; Kâkûyî devamı,Haçlı/Moğol,Sünnî Hanefî,177,1,Bilinmiyor,Selçuklu Dünyası,İranî,Atabeglik/Naiplik,31.9,54.37,13,Evet,Evet,Kurucu
105-001,105,Kutlughanîler,,"Baraq Hājib, Qutb al-Dīn",Kutbeddîn Berâk Hâcib,,,Qutb al-Dīn,Melik,Melik,619,c. 634,1222,c. 1236,,,,Türk,Kirmân,—,(sonrakiler),—,Kurucu; Hârezmşah hizmetinde; Moğollarla anlaştı; sikke bastı (o),Moğol Sonrası,Sünnî Hanefî,14,1,Bilinmiyor,Selçuklu Dünyası,Türk,Vasal Devlet,30.27,57.08,13,Evet,Hayır,Kurucu
105-002,105,Kutlughanîler,,Turkān Khātūn bt. Qutb al-Dīn,Türkân Hâtûn,,,,Melike,Melike,c. 681,c. 694,c. 1282,c. 1295,,,,Türk,Kirmân,(öncekiler),(son),,Kadın hükümdar; İlhanlı vasalı; sikke bastı (o),Moğol Sonrası,Sünnî Hanefî,13,2,Bilinmiyor,Selçuklu Dünyası,Türk,Vasal Devlet,30.27,57.08,13,Hayır,Evet,
106-001,106,Nimrûz Melikleri,1. Nasrîler,Khalaf b. Ahmad al-Nasrī (Saffārī),Halef b. Ahmed,,b. Ahmad,,Melik,Melik,c. 350,c. 393,c. 961,c. 1003,,,,İranî,Sîstân,—,(Gazneli müdahalesi),—,Nasrî kol kurucusu; Saffârî mirası,Timurlu,Sünnî Hanefî,42,1,Bilinmiyor,Selçuklu Dünyası,İranî|Kürt,Merkezi İmparatorluk,30.95,61.87,10,Evet,Hayır,Kurucu
106-002,106,Nimrûz Melikleri,2. Mihrabânîler,Tāj al-Dīn Harb b. Muhammad,Tâceddîn Harb,,b. Muhammad,Tāj al-Dīn,Melik,Melik,c. 618,c. 618,c. 1221,c. 1221,,,,Kürt (?),Sîstân,—,(sonrakiler),—,Mihrabânî kol kurucusu; Moğol istilasında sağ kaldı,Timurlu,Sünnî Hanefî,0,2,Bilinmiyor,Selçuklu Dünyası,İranî|Kürt,Merkezi İmparatorluk,30.95,61.87,13,Hayır,Evet,
107-001,107,Anadolu Selçukluları,,"Sulaymān b. Qutulmush, Qutb al-Dīn",I. Süleymân,,b. Qutulmush,Qutb al-Dīn,Sultān,Sultan,470,479,1077,1086,479,1086,k.,Kınık (Oğuz),İznik,—,I. Kılıç Arslan,—,Kurucu; İznik başkent; Antakya'yı aldı; savaşta öldürüldü,Erken Modern,Şiî İsnâaşerî,9,1,Öldürüldü,Anadolu,Türk,Merkezi İmparatorluk,37.87,32.48,11,Evet,Hayır,Kurucu
107-002,107,Anadolu Selçukluları,,"I. Kılıç Arslan, Dāwūd",I. Kılıç Arslan,,b. Sulaymān,,Sultān,Sultan,c. 493,500,c. 1100,1107,500,1107,k.,Kınık,Konya,I. Süleymân,I. Melikşâh,oğlu,Birinci Haçlı Seferi'ne karşı mücadele; Haçlılar İznik'i aldı → Konya'ya taşındı,Erken Modern,Şiî İsnâaşerî,7,2,Öldürüldü,Anadolu,Türk,Merkezi İmparatorluk,37.87,32.48,12,Hayır,Hayır,Babadan Oğula
107-003,107,Anadolu Selçukluları,,I. 'Alā' al-Dīn Kayqubād,I. Alâeddîn Keykubâd,,b. Kaykhusraw I,'Alā' al-Dīn,Sultān,Sultan,616,634,1220,1237,634,1237,d. (zehirlenme şüphesi),Kınık,Konya/Kayseri/Antalya/Sinop,I. İzzeddîn Keykâvûs,II. Gıyâseddîn Keyhüsrev,oğlu,ZİRVE; Alâiye (Alanya) ve Sinop fethi; kervansaray inşası; ticareti geliştirdi; Anadolu'nun altın çağı; sikke bastı (o),Erken Modern,Şiî İsnâaşerî,17,3,Doğal Ölüm,Anadolu,Türk,Merkezi İmparatorluk,37.87,32.48,13,Hayır,Hayır,Babadan Oğula
107-004,107,Anadolu Selçukluları,,II. Ghiyāth al-Dīn Kaykhusraw,II. Gıyâseddîn Keyhüsrev,,b. Kayqubād I,,Sultān,Sultan,634,644,1237,1246,644,1246,d.,Kınık,Konya,I. Alâeddîn Keykubâd,II. İzzeddîn Keykâvûs,oğlu,Kösedağ Bozgunu (641/1243) — Moğollara yenildi; Anadolu İlhanlı vasallığına girdi,Erken Modern,Şiî İsnâaşerî,9,4,Doğal Ölüm,Anadolu,Türk,Merkezi İmparatorluk,37.87,32.48,13,Hayır,Hayır,Babadan Oğula
107-005,107,Anadolu Selçukluları,,III. 'Alā' al-Dīn Kayqubād,III. Alâeddîn Keykubâd,,,,Sultān,Sultan,c. 697,c. 702,c. 1298,c. 1302,c. 702,c. 1302,k.,Kınık,Konya,II. Mes'ûd,— (son),,Son Selçuklu sultanlarından; İlhanlı kuklası; hanedan sona erdi,Erken Modern,Şiî İsnâaşerî,4,5,Öldürüldü,Anadolu,Türk,Merkezi İmparatorluk,37.87,32.48,13,Hayır,Evet,
108-001,108,Dânişmendliler,,Dānishmend Ghāzī (Ahmad Ghāzī),Dânişmend Gâzî,,,,Amīr / Melik,Gâzî/Emir,c. 464,c. 497,c. 1071,c. 1104,,,,Türkmen,Sivas/Niksar,—,(sonrakiler),—,Kurucu; Dânişmendnâme destanı; Haçlılara karşı; Antakya kontunu esir aldı,Selçuklu Çağı,Sünnî Hanefî,33,1,Bilinmiyor,Anadolu,Türk,Merkezi İmparatorluk,39.75,37.02,11,Evet,Hayır,Kurucu
108-002,108,Dânişmendliler,,"Muhammad b. Dānishmend Ghāzī, Amīr Ghāzī",Emîr Gâzî,,b. Dānishmend,,Melik,Melik,c. 497,c. 528,c. 1104,c. 1134,,,,Türkmen,Sivas,Dânişmend Gâzî,(sonrakiler),oğlu,En güçlü Dânişmendli; Malatya'yı aldı; sikke bastı (o),Selçuklu Çağı,Sünnî Hanefî,30,2,Bilinmiyor,Anadolu,Türk,Merkezi İmparatorluk,39.75,37.02,12,Hayır,Evet,Babadan Oğula
109-001,109,Mengücekliler,1. Erzincan,Mengücek Ghāzī,Mengücek Gâzî,,,,Amīr,Gâzî/Emir,c. 464,,c. 1071,,,,,Türkmen,Erzincan,—,(sonrakiler),—,Kurucu,Selçuklu Çağı,Şiî İsnâaşerî,,1,Bilinmiyor,Anadolu,Türk,Merkezi İmparatorluk,39.75,39.49,11,Evet,Hayır,Kurucu
109-002,109,Mengücekliler,2. Divriği,Ahmad Shāh b. Sulaymān,Ahmed Şâh,,b. Sulaymān,,Melik,Melik,c. 625,c. 650,c. 1228,c. 1252,,,,Türkmen,Divriği,(öncekiler),— (Selçuklu ilhakı),,Divriği Ulu Camii ve Darüşşifası'nı yaptırdı (626/1229) — UNESCO Miras; sikke bastı (o),Selçuklu Çağı,Şiî İsnâaşerî,24,2,Bilinmiyor,Anadolu,Türk,Merkezi İmparatorluk,39.75,39.49,13,Hayır,Evet,
110-001,110,Saltuklular,,Saltuk Ghāzī,Saltuk Gâzî,,,,Amīr,Gâzî/Emir,c. 464,,c. 1071,,,,,Türkmen,Erzurum,—,(sonrakiler),—,Kurucu; Malazgirt sonrası Erzurum bölgesinde,Selçuklu Çağı,Şiî İsnâaşerî,,1,Bilinmiyor,Anadolu,Türk,Merkezi İmparatorluk,39.91,41.28,11,Evet,Hayır,Kurucu
110-002,110,Saltuklular,,'Izz al-Dīn Saltuk II,İzzeddîn Saltuk II,,,,Melik,Melik,c. 560,c. 587,c. 1165,c. 1191,,,,Türkmen,Erzurum,(öncekiler),(sonrakiler),,En önemli Saltuklu; sikke bastı (o),Selçuklu Çağı,Şiî İsnâaşerî,26,2,Bilinmiyor,Anadolu,Türk,Merkezi İmparatorluk,39.91,41.28,12,Hayır,Evet,
111-001,111,Karasi Oğulları,,Qarasī Beg,Karası Bey,,,,Bey,Bey,c. 697,c. 730,c. 1297,c. 1330,,,,Türk,Anadolu,—,,—,Kurucu,Moğol Sonrası,Şiî İsnâaşerî,33,1,Bilinmiyor,Anadolu,Türk,Merkezi İmparatorluk,39.65,27.89,14,Evet,Evet,Kurucu
112-001,112,Saruhanoğulları,,Sarukhan Beg,Saruhan Bey,,,,Bey,Bey,c. 710,c. 745,c. 1310,c. 1345,,,,Türk,Anadolu,—,,—,Kurucu; Manisa merkezli,Moğol Sonrası,Sünnî Hanefî,35,1,Bilinmiyor,Anadolu,Türk,Vasal Devlet,38.61,27.43,14,Evet,Evet,Kurucu
113-001,113,Aydınoğulları,,Muhammad Beg b. Aydın,Mehmed Bey,,,,Bey,Bey,c. 708,c. 734,c. 1308,c. 1334,,,,Türk,Anadolu,—,,—,Kurucu,Moğol Sonrası,Sünnî Hanefî,26,1,Bilinmiyor,Anadolu,Türk,Vasal Devlet,38.25,28.09,14,Evet,Hayır,Kurucu
113-002,113,Aydınoğulları,,"Umur Beg b. Muhammad, Ghāzī",Umur Bey (Gâzî),,b. Muhammad,Ghāzī,Bey,Bey,c. 734,c. 749,c. 1334,c. 1348,c. 749,c. 1348,k. (savaşta),Türk,Ayasuluk/İzmir,Mehmed Bey,(sonrakiler),oğlu,Ünlü denizci gâzî; Haçlı filosuna karşı; İzmir'i savundu; savaşta öldürüldü,Moğol Sonrası,Sünnî Hanefî,14,2,Savaşta Ölüm,Anadolu,Türk,Vasal Devlet,38.25,28.09,14,Hayır,Evet,Babadan Oğula
114-001,114,Menteşeoğulları,,Menteshe Beg,Menteşe Bey,,,,Bey,Bey,c. 680,,c. 1281,,,,,Türk,Anadolu,—,,—,Kurucu; Karia bölgesi,Moğol Sonrası,Sünnî Hanefî,,1,Bilinmiyor,Anadolu,Türk,Vasal Devlet,37.31,27.78,13,Evet,Evet,Kurucu
115-001,115,İnançoğulları,,(various beys),(çeşitli),,,,Bey,Bey,c. 670,c. 770,c. 1261,c. 1368,,,,Türk,Anadolu,—,,—,Küçük beylik,Moğol Sonrası,Sünnî Hanefî,107,1,Bilinmiyor,Anadolu,Türk,Vasal Devlet,37.77,29.08,14,Evet,Evet,Kurucu
116-001,116,Germiyanoğulları,,Ya'qūb II Beg,II. Yakub Bey,,,,Bey,Bey,c. 790,c. 832,c. 1388,c. 1429,,,,Türk,Anadolu,—,,—,Son bey; vasiyetle Osmanlı'ya,Moğol Sonrası,Sünnî Hanefî,41,1,Bilinmiyor,Anadolu,Türk,Vasal Devlet,39.42,29.98,15,Evet,Evet,Kurucu
117-001,117,Sâhib Ataoğulları,,Fakhr al-Dīn 'Alī,Fahreddin Ali,,,,Bey,Bey,c. 676,c. 686,c. 1277,c. 1288,,,,Türk,Anadolu,—,,—,Selçuklu veziri; kurucu,Moğol Sonrası,Sünnî Hanefî,11,1,Bilinmiyor,Anadolu,Türk,Atabeglik/Naiplik,38.74,30.54,13,Evet,Evet,Kurucu
118-001,118,Hamidoğulları,1. Eğirdir,"Dündar Beg, Felak al-Dīn",Feleküddîn Dündar Bey,,,Felak al-Dīn,Bey,Bey,c. 700,c. 724,c. 1301,c. 1324,,,,Türk,Eğirdir,—,(sonrakiler),—,Kurucu; Eğirdir gölü kıyısı,Moğol Sonrası,Sünnî Hanefî,23,1,Bilinmiyor,Anadolu,Türk,Gulâm/Köle Hanedanı,37.88,30.86,14,Evet,Evet,Kurucu
119-001,119,Alanya Beyleri,,Qaramān vasalı beyler,(çeşitli),,,,Bey,Bey,c. 684,c. 829,c. 1285,c. 1426,,,,Türk,Alanya,—,— (Osmanlı),—,Küçük beylik; Alanya limanı,Moğol Sonrası,Sünnî Hanefî,141,1,Bilinmiyor,Anadolu,Türk,Atabeglik/Naiplik,36.54,32.00,14,Evet,Evet,Kurucu
120-001,120,Eşrefoğulları,,Sulaymān b. Ashraf,Süleymân b. Eşref,,,,Bey,Bey,c. 685,c. 726,c. 1286,c. 1326,,,,Türk,Anadolu,—,,—,Kurucu; Eşrefoğlu Camii,Moğol Sonrası,Sünnî Hanefî,40,1,Bilinmiyor,Anadolu,Türk,Atabeglik/Naiplik,37.68,31.73,14,Evet,Evet,Kurucu
121-001,121,Candaroğulları,,Shams al-Dīn Yaman Jāndār,Şemseddîn Yaman Candâr,,,,Bey,Bey,c. 691,,c. 1292,,,,,Türk,Kastamonu,—,(sonrakiler),—,Kurucu; Anadolu Selçuklu uç beyi,Timurlu,Sünnî Hanefî,,1,Bilinmiyor,Anadolu,Türk,Vasal Devlet,41.38,33.78,13,Evet,Hayır,Kurucu
